2026-04-27 17:14:29,779 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:17:49,478 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:17:56,656 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:20:05,093 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:20:11,424 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:22:13,300 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:27:12,973 | MainThread   | [DEBUG   ] | signal_handler      |: Received SIGTERM
2026-04-27 17:27:12,973 | MainThread   | [DEBUG   ] | run                 |: Exiting gracefully...
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.2 (main, Feb 26 2025, 14:05:36) [Clang 16.0.0 (clang-1600.0.26.6)]
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2026-04-27 17:27:23,569 | MainThread   | [DEBUG   ] | run                 |: ------------------

2026-04-27 17:28:37,706 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:34:22,329 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:36:04,816 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-27 17:36:05,241 | MainThread   | [DEBUG   ] | show_plot           |: Show Distribution
2026-04-27 17:36:08,028 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Distribution
2026-04-27 17:38:17,090 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:38:34,133 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:41:36,577 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2026-04-27 17:44:36,643 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
